"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"hh1","refugee_disagg",NA,"non_refugee",0.518503230207372,NA,0.436031234750734,0.60097522566401,"governorate_gaza","khan_yunis"
"hh1","refugee_disagg",NA,"refugee",0.492393279620402,NA,0.428912856064564,0.555873703176241,"governorate_gaza","khan_yunis"
"hh1","refugee_disagg",NA,"refugee",0.524251764429301,NA,0.488608563942451,0.559894964916151,"governorate_gaza","deir_balah"
"hh1","refugee_disagg",NA,"non_refugee",0.476586062558994,NA,0.369532620882276,0.583639504235712,"governorate_gaza","deir_balah"
"hh1","refugee_disagg",NA,"non_refugee",0.513778132302285,NA,0.394251171974255,0.633305092630315,"governorate_gaza","gaza"
"hh1","refugee_disagg",NA,"refugee",0.506522835058917,NA,0.406511075206403,0.60653459491143,"governorate_gaza","gaza"
"hh1","refugee_disagg",NA,"refugee",0.530507806546363,NA,0.463586365376349,0.597429247716377,"governorate_gaza","rafah"
"hh1","refugee_disagg",NA,"non_refugee",0.57531952782928,NA,0.36676665526093,0.783872400397631,"governorate_gaza","rafah"
"hh1","refugee_disagg",NA,"refugee",0.430631861085768,NA,0.376574264039012,0.484689458132524,"governorate_gaza","north_gaza"
"hh1","refugee_disagg",NA,"non_refugee",0.491426144115366,NA,0.391445769791133,0.591406518439598,"governorate_gaza","north_gaza"
"hh5_i","refugee_disagg",NA,"non_refugee",0.527899328208987,NA,0.4455669435649,0.610231712853074,"governorate_gaza","khan_yunis"
"hh5_i","refugee_disagg",NA,"refugee",0.509815659054781,NA,0.446311495238134,0.573319822871427,"governorate_gaza","khan_yunis"
"hh5_i","refugee_disagg",NA,"refugee",0.516169176686854,NA,0.480437400446708,0.551900952927,"governorate_gaza","deir_balah"
"hh5_i","refugee_disagg",NA,"non_refugee",0.570237803268122,NA,0.464716810857285,0.675758795678959,"governorate_gaza","deir_balah"
"hh5_i","refugee_disagg",NA,"non_refugee",0.514457483526951,NA,0.39493155841754,0.633983408636361,"governorate_gaza","gaza"
"hh5_i","refugee_disagg",NA,"refugee",0.488438206410708,NA,0.388472087956737,0.588404324864678,"governorate_gaza","gaza"
"hh5_i","refugee_disagg",NA,"refugee",0.500313767532811,NA,0.433157467826812,0.56747006723881,"governorate_gaza","rafah"
"hh5_i","refugee_disagg",NA,"non_refugee",0.326155970419512,NA,0.129651904959105,0.522660035879918,"governorate_gaza","rafah"
